term    sampling_category
Mesenchymal Stem Cell Transplantation	mesh_e02
Injections, Spinal	mesh_e02
Magic	mesh_e02
Diet Therapy	mesh_e02
Aftercare	mesh_e02
Withholding Treatment	mesh_e02
Hyperbaric Oxygenation	mesh_e02
Restraint, Physical	mesh_e02
Time-to-Treatment	mesh_e02
Immunization Schedule	mesh_e02
Enema	mesh_e02
Blood Preservation	mesh_e02
Hypnosis	mesh_e02
Transplantation Conditioning	mesh_e02
Tissue Preservation	mesh_e02
Corneal Transplantation	mesh_e02
Organ Preservation	mesh_e02
Medicine, Traditional	mesh_e02
Diet, Reducing	mesh_e02
Rhinoplasty	mesh_e02
Radiotherapy, Intensity-Modulated	mesh_e02
Polypharmacy	mesh_e02
First Aid	mesh_e02
Plasma Exchange	mesh_e02
Cryotherapy	mesh_e02
Administration, Intravenous	mesh_e02
Induction Chemotherapy	mesh_e02
Immunotherapy, Adoptive	mesh_e02
Insemination, Artificial	mesh_e02
Radiotherapy, High-Energy	mesh_e02
Parenteral Nutrition, Total	mesh_e02
Psychophysiology	mesh_e02
Reproductive Techniques, Assisted	mesh_e02
Baths	mesh_e02
Peritoneal Dialysis, Continuous Ambulatory	mesh_e02
Ultrasonic Therapy	mesh_e02
Intravitreal Injections	mesh_e02
Catheterization, Peripheral	mesh_e02
Patient Transfer	mesh_e02
Home Nursing	mesh_e02
Airway Management	mesh_e02
Transportation of Patients	mesh_e02
Erythrocyte Transfusion	mesh_e02
Rehabilitation, Vocational	mesh_e02
Patient Positioning	mesh_e02
Caloric Restriction	mesh_e02
Platelet Transfusion	mesh_e02
Iontophoresis	mesh_e02
Sclerotherapy	mesh_e02
Institutionalization	mesh_e02
Hospice Care	mesh_e02
Cardiac Resynchronization Therapy	mesh_e02
Laser Coagulation	mesh_e02
Dendrimers	mesh_e02
Immunization, Secondary	mesh_e02
Injections, Intra-Articular	mesh_e02
Holistic Health	mesh_e02
Speech Therapy	mesh_e02
Skin Care	mesh_e02
Lymphocyte Depletion	mesh_e02
Cardiac Rehabilitation	mesh_e02
Insufflation	mesh_e02
Acupuncture Points	mesh_e02
Life Support Care	mesh_e02
Ischemic Preconditioning	mesh_e02
Respiratory Therapy	mesh_e02
Blood Glucose Self-Monitoring	mesh_e02
Postnatal Care	mesh_e02
Bed Rest	mesh_e02
Self Medication	mesh_e02
Biofeedback, Psychology	mesh_e02
Blood Transfusion, Autologous	mesh_e02
Perioperative Nursing	mesh_e02
Refrigeration	mesh_e02
Perinatal Care	mesh_e02
Therapy, Computer-Assisted	mesh_e02
Relaxation Therapy	mesh_e02
Rejuvenation	mesh_e02
Cranial Irradiation	mesh_e02
Meditation	mesh_e02
Spinal Puncture	mesh_e02
Injections, Intradermal	mesh_e02
Low-Level Light Therapy	mesh_e02
Hemofiltration	mesh_e02
Diet, Sodium-Restricted	mesh_e02
Hemodilution	mesh_e02
Euthanasia, Passive	mesh_e02
Transcranial Direct Current Stimulation	mesh_e02
Sterilization, Reproductive	mesh_e02
Cosmetic Techniques	mesh_e02
Phlebotomy	mesh_e02
Balneology	mesh_e02
Drug Administration Routes	mesh_e02
Semen Preservation	mesh_e02
Electroacupuncture	mesh_e02
Intensive Care, Neonatal	mesh_e02
Yoga	mesh_e02
Homeopathy	mesh_e02
Suicide, Assisted	mesh_e02
Diskectomy	mesh_e02
Preservation, Biological	mesh_e02
Proton Therapy	mesh_e02
Insulin Infusion Systems	mesh_e02
Balloon Occlusion	mesh_e02
Duration of Therapy	mesh_e02
Hand Hygiene	mesh_e02
Diathermy	mesh_e02
Peripheral Blood Stem Cell Transplantation	mesh_e02
Enzyme Replacement Therapy	mesh_e02
Gastroplasty	mesh_e02
Laryngeal Masks	mesh_e02
Keratomileusis, Laser In Situ	mesh_e02
Circumcision, Male	mesh_e02
Biological Therapy	mesh_e02
Off-Label Use	mesh_e02
Day Care, Medical	mesh_e02
Transcutaneous Electric Nerve Stimulation	mesh_e02
Endurance Training	mesh_e02
Fertility Preservation	mesh_e02
Rewarming	mesh_e02
Light Coagulation	mesh_e02
Noninvasive Ventilation	mesh_e02
Nanocapsules	mesh_e02
Diet, Diabetic	mesh_e02
Mass Vaccination	mesh_e02
Bottle Feeding	mesh_e02
Paracentesis	mesh_e02
Ultraviolet Therapy	mesh_e02
Pharmaceutical Vehicles	mesh_e02
Blood Component Removal	mesh_e02
Keratoplasty, Penetrating	mesh_e02
Inappropriate Prescribing	mesh_e02
Music Therapy	mesh_e02
Tissue Transplantation	mesh_e02
Reproductive Techniques	mesh_e02
Photothermal Therapy	mesh_e02
Patient Isolation	mesh_e02
Tattooing	mesh_e02
Leukapheresis	mesh_e02
Drug Substitution	mesh_e02
Radioimmunotherapy	mesh_e02
Hemostatic Techniques	mesh_e02
Nutrition Therapy	mesh_e02
Ventilator Weaning	mesh_e02
Oocyte Retrieval	mesh_e02
Hematopoietic Stem Cell Mobilization	mesh_e02
Negative-Pressure Wound Therapy	mesh_e02
Photorefractive Keratectomy	mesh_e02
Spray Drying	mesh_e02
Hemoperfusion	mesh_e02
Immunomagnetic Separation	mesh_e02
Barium Enema	mesh_e02
Breathing Exercises	mesh_e02
Lipectomy	mesh_e02
Blood Component Transfusion	mesh_e02
Resuscitation Orders	mesh_e02
Vertebroplasty	mesh_e02
Prosthesis Fitting	mesh_e02
Diet, Mediterranean	mesh_e02
Early Ambulation	mesh_e02
PUVA Therapy	mesh_e02
Deinstitutionalization	mesh_e02
Foster Home Care	mesh_e02
Chelation Therapy	mesh_e02
Opiate Substitution Treatment	mesh_e02
Oncolytic Virotherapy	mesh_e02
Medicine, East Asian Traditional	mesh_e02
Spinal Cord Stimulation	mesh_e02
Hemodiafiltration	mesh_e02
Cautery	mesh_e02
Chemoradiotherapy, Adjuvant	mesh_e02
Rhytidoplasty	mesh_e02
Cord Blood Stem Cell Transplantation	mesh_e02
Atherectomy	mesh_e02
Radiotherapy, Image-Guided	mesh_e02
Vagus Nerve Stimulation	mesh_e02
Diet, Vegetarian	mesh_e02
Oocyte Donation	mesh_e02
Role Playing	mesh_e02
Heart Massage	mesh_e02
Sign Language	mesh_e02
Moxibustion	mesh_e02
Maintenance Chemotherapy	mesh_e02
Hydrotherapy	mesh_e02
Superovulation	mesh_e02
Hormonal Contraception	mesh_e02
Administration, Sublingual	mesh_e02
Injections, Epidural	mesh_e02
Diet, Protein-Restricted	mesh_e02
Pleurodesis	mesh_e02
Pericardiocentesis	mesh_e02
X-Ray Therapy	mesh_e02
Bloodletting	mesh_e02
Continuous Renal Replacement Therapy	mesh_e02
Meridians	mesh_e02
Language Therapy	mesh_e02
Fecal Microbiota Transplantation	mesh_e02
Preconception Care	mesh_e02
Brain Tissue Transplantation	mesh_e02
Episode of Care	mesh_e02
High-Frequency Ventilation	mesh_e02
Administration, Rectal	mesh_e02
Diet, Gluten-Free	mesh_e02
Immunotherapy, Active	mesh_e02
Catheterization, Swan-Ganz	mesh_e02
Medicine, African Traditional	mesh_e02
Balloon Valvuloplasty	mesh_e02
Hyperthermic Intraperitoneal Chemotherapy	mesh_e02
Hair Removal	mesh_e02
Radiotherapy, Computer-Assisted	mesh_e02
Medicine, Ayurvedic	mesh_e02
Prescription Drug Misuse	mesh_e02
Behavior Control	mesh_e02
Transitional Care	mesh_e02
Tocolysis	mesh_e02
Kyphoplasty	mesh_e02
Medication Reconciliation	mesh_e02
Euthanasia, Active	mesh_e02
Abdominoplasty	mesh_e02
Art Therapy	mesh_e02
Uterine Artery Embolization	mesh_e02
Thoracentesis	mesh_e02
Hemostasis, Endoscopic	mesh_e02
Neutron Capture Therapy	mesh_e02
Boron Neutron Capture Therapy	mesh_e02
Fetoscopy	mesh_e02
Blood Safety	mesh_e02
Hemodialysis, Home	mesh_e02
Drug Misuse	mesh_e02
Neurofeedback	mesh_e02
High-Intensity Focused Ultrasound Ablation	mesh_e02
Neurological Rehabilitation	mesh_e02
Mass Drug Administration	mesh_e02
Lower Body Negative Pressure	mesh_e02
Orthoptics	mesh_e02
Advanced Cardiac Life Support	mesh_e02
Airway Extubation	mesh_e02
Therapies, Investigational	mesh_e02
Laminoplasty	mesh_e02
Transition to Adult Care	mesh_e02
Muscle Stretching Exercises	mesh_e02
Atherectomy, Coronary	mesh_e02
Enzyme Therapy	mesh_e02
Euthanasia, Active, Voluntary	mesh_e02
One-Lung Ventilation	mesh_e02
Diet, Carbohydrate-Restricted	mesh_e02
Sublingual Immunotherapy	mesh_e02
Feeding Methods	mesh_e02
Voice Training	mesh_e02
Pulse Therapy, Drug	mesh_e02
Phage Therapy	mesh_e02
Dermabrasion	mesh_e02
Manipulation, Spinal	mesh_e02
Consolidation Chemotherapy	mesh_e02
Aromatherapy	mesh_e02
Diet, Ketogenic	mesh_e02
Argon Plasma Coagulation	mesh_e02
Acupuncture Analgesia	mesh_e02
Contraceptive Effectiveness	mesh_e02
Blood Transfusion, Intrauterine	mesh_e02
Subacute Care	mesh_e02
Mental Healing	mesh_e02
Sperm Retrieval	mesh_e02
Acupressure	mesh_e02
Respite Care	mesh_e02
Chronotherapy	mesh_e02
Circumcision, Female	mesh_e02
Instillation, Drug	mesh_e02
Retention in Care	mesh_e02
Patient Handoff	mesh_e02
Night Care	mesh_e02
Ischemic Postconditioning	mesh_e02
Self-Testing	mesh_e02
Mud Therapy	mesh_e02
Mind-Body Therapies	mesh_e02
Telerehabilitation	mesh_e02
Nanoconjugates	mesh_e02
Euthanasia, Animal	mesh_e02
Tertiary Prevention	mesh_e02
Play Therapy	mesh_e02
Photopheresis	mesh_e02
Re-Irradiation	mesh_e02
Magnetic Field Therapy	mesh_e02
Skin Cream	mesh_e02
Naturopathy	mesh_e02
Autogenic Training	mesh_e02
Lithotripsy, Laser	mesh_e02
Jejunoileal Bypass	mesh_e02
Obesity Management	mesh_e02
Tai Ji	mesh_e02
Freeze Substitution	mesh_e02
Radiofrequency Therapy	mesh_e02
Single Embryo Transfer	mesh_e02
Biolistics	mesh_e02
Psychodrama	mesh_e02
Leukocyte Transfusion	mesh_e02
Therapeutic Touch	mesh_e02
Heavy Ion Radiotherapy	mesh_e02
Mechanical Thrombolysis	mesh_e02
Parenteral Nutrition, Home	mesh_e02
Body Contouring	mesh_e02
Arthrocentesis	mesh_e02
Lipreading	mesh_e02
Electrochemotherapy	mesh_e02
Infusions, Subcutaneous	mesh_e02
Long-Acting Reversible Contraception	mesh_e02
Injections, Intraocular	mesh_e02
Manipulation, Osteopathic	mesh_e02
Manipulation, Chiropractic	mesh_e02
Patient Care Bundles	mesh_e02
Administration, Buccal	mesh_e02
Extracorporeal Shockwave Therapy	mesh_e02
Craniospinal Irradiation	mesh_e02
Disease	mesh_d
Syndrome	mesh_d
Death	mesh_d
Pain	mesh_d
Carcinoma	mesh_d
Neoplasms	mesh_d
Infections	mesh_d
Inflammation	mesh_d
Hypertension	mesh_d
Recurrence	mesh_d
Postoperative Complications	mesh_d
Disease Models, Animal	mesh_d
Body Weight	mesh_d
Obesity	mesh_d
Necrosis	mesh_d
Diabetes Mellitus	mesh_d
Breast Neoplasms	mesh_d
Chronic Disease	mesh_d
Stroke	mesh_d
Myocardial Infarction	mesh_d
Leukemia	mesh_d
Infarction	mesh_d
Disease Progression	mesh_d
Hepatitis	mesh_d
Tuberculosis	mesh_d
Lung Neoplasms	mesh_d
Adenocarcinoma	mesh_d
Heart Failure	mesh_d
Acute Disease	mesh_d
Ischemia	mesh_d
Hemorrhage	mesh_d
Fibrosis	mesh_d
HIV Infections	mesh_d
Fever	mesh_d
Arthritis	mesh_d
Cardiovascular Diseases	mesh_d
Shock	mesh_d
Lymphoma	mesh_d
Thrombosis	mesh_d
Asthma	mesh_d
Sclerosis	mesh_d
Pneumonia	mesh_d
Hypoxia	mesh_d
Genetic Predisposition to Disease	mesh_d
COVID-19	mesh_d
Diabetes Mellitus, Type 2	mesh_d
Anemia	mesh_d
Edema	mesh_d
Epilepsy	mesh_d
Coronary Disease	mesh_d
Melanoma	mesh_d
Atherosclerosis	mesh_d
Carcinoma, Squamous Cell	mesh_d
Sepsis	mesh_d
Dementia	mesh_d
Coronary Artery Disease	mesh_d
Skin Neoplasms	mesh_d
Seizures	mesh_d
Rupture	mesh_d
Brain Neoplasms	mesh_d
Atrophy	mesh_d
Fatigue	mesh_d
Hypersensitivity	mesh_d
Neoplasm Metastasis	mesh_d
Alzheimer Disease	mesh_d
Hyperplasia	mesh_d
Ulcer	mesh_d
Aneurysm	mesh_d
Weight Loss	mesh_d
Diarrhea	mesh_d
Insulin Resistance	mesh_d
Arthritis, Rheumatoid	mesh_d
Hypertrophy	mesh_d
Stomach Neoplasms	mesh_d
Pregnancy Complications	mesh_d
Substance-Related Disorders	mesh_d
Sarcoma	mesh_d
Kidney Failure, Chronic	mesh_d
Cysts	mesh_d
Colorectal Neoplasms	mesh_d
Hepatitis B	mesh_d
Malaria	mesh_d
Lymphatic Metastasis	mesh_d
Carcinogenesis	mesh_d
Wounds and Injuries	mesh_d
Kidney Diseases	mesh_d
Liver Cirrhosis	mesh_d
Hepatitis C	mesh_d
Fistula	mesh_d
Bacterial Infections	mesh_d
Carcinoma, Hepatocellular	mesh_d
Atrial Fibrillation	mesh_d
Headache	mesh_d
Osteoporosis	mesh_d
Multiple Sclerosis	mesh_d
Osteoarthritis	mesh_d
Alcoholism	mesh_d
Occupational Diseases	mesh_d
Liver Diseases	mesh_d
Acquired Immunodeficiency Syndrome	mesh_d
Birth Weight	mesh_d
Ovarian Neoplasms	mesh_d
Heart Diseases	mesh_d
Autoimmune Diseases	mesh_d
Poisoning	mesh_d
Lung Diseases	mesh_d
Vomiting	mesh_d
Weight Gain	mesh_d
Overweight	mesh_d
Adenoma	mesh_d
Diabetes Mellitus, Type 1	mesh_d
Pancreatic Neoplasms	mesh_d
Parkinson Disease	mesh_d
Colitis	mesh_d
Tuberculosis, Pulmonary	mesh_d
Abscess	mesh_d
Embolism	mesh_d
Colonic Neoplasms	mesh_d
Kidney Neoplasms	mesh_d
Glaucoma	mesh_d
Nausea	mesh_d
Pancreatitis	mesh_d
Tachycardia	mesh_d
Abdominal Pain	mesh_d
Skin Diseases	mesh_d
Dermatitis	mesh_d
Infertility	mesh_d
Fractures, Bone	mesh_d
Hypotension	mesh_d
Intellectual Disability	mesh_d
Bone Neoplasms	mesh_d
Arteriosclerosis	mesh_d
Chromosome Aberrations	mesh_d
Glioma	mesh_d
Arrhythmias, Cardiac	mesh_d
Thrombocytopenia	mesh_d
Cataract	mesh_d
Cell Transformation, Neoplastic	mesh_d
Meningitis	mesh_d
Staphylococcal Infections	mesh_d
Metabolic Syndrome	mesh_d
Hyperglycemia	mesh_d
Paralysis	mesh_d
Burns	mesh_d
Dog Diseases	mesh_d
Back Pain	mesh_d
Acute Kidney Injury	mesh_d
Cross Infection	mesh_d
Myocardial Ischemia	mesh_d
Hearing Loss	mesh_d
Hernia	mesh_d
Brain Ischemia	mesh_d
Brain Diseases	mesh_d
Carcinoma, Non-Small-Cell Lung	mesh_d
Thromboembolism	mesh_d
Brain Injuries	mesh_d
Emergencies	mesh_d
Lupus Erythematosus, Systemic	mesh_d
Pulmonary Embolism	mesh_d
Heart Defects, Congenital	mesh_d
Cough	mesh_d
Hematoma	mesh_d
Cadaver	mesh_d
Multiple Myeloma	mesh_d
Dyspnea	mesh_d
Dental Caries	mesh_d
Cystic Fibrosis	mesh_d
Influenza, Human	mesh_d
Thyroid Neoplasms	mesh_d
Encephalitis	mesh_d
Cattle Diseases	mesh_d
Ischemic Stroke	mesh_d
Psoriasis	mesh_d
Proteinuria	mesh_d
Urinary Tract Infections	mesh_d
Neurodegenerative Diseases	mesh_d
Malnutrition	mesh_d
Nervous System Diseases	mesh_d
Chronic Pain	mesh_d
Vascular Diseases	mesh_d
Cerebrovascular Disorders	mesh_d
Apnea	mesh_d
Respiratory Tract Infections	mesh_d
Reperfusion Injury	mesh_d
Ascites	mesh_d
Diabetes Mellitus, Experimental	mesh_d
Venous Thrombosis	mesh_d
Herpes Simplex	mesh_d
Diabetes Complications	mesh_d
Coronavirus Infections	mesh_d
Pneumonia, Viral	mesh_d
Hypoglycemia	mesh_d
Acidosis	mesh_d
Fatty Liver	mesh_d
Glioblastoma	mesh_d
Gastrointestinal Hemorrhage	mesh_d
Peptic Ulcer	mesh_d
Hemolysis	mesh_d
Aortic Aneurysm	mesh_d
Gastrointestinal Diseases	mesh_d
Hypothyroidism	mesh_d
Neuroblastoma	mesh_d
Pulmonary Disease, Chronic Obstructive	mesh_d
Hypercholesterolemia	mesh_d
Neutropenia	mesh_d
Blindness	mesh_d
Abnormalities, Multiple	mesh_d
Pain, Postoperative	mesh_d
Crohn Disease	mesh_d
Leukemia, Myeloid, Acute	mesh_d
Angina Pectoris	mesh_d
Granuloma	mesh_d
Spinal Cord Injuries	mesh_d
Coma	mesh_d
Disease Susceptibility	mesh_d
Respiratory Distress Syndrome	mesh_d
Eye Diseases	mesh_d
Ataxia	mesh_d
Bacteremia	mesh_d
Communicable Diseases	mesh_d
Peritonitis	mesh_d
Virus Diseases	mesh_d
Glomerulonephritis	mesh_d
Congenital Abnormalities	mesh_d
Vasculitis	mesh_d
Dehydration	mesh_d
Calcinosis	mesh_d
Jaundice	mesh_d
Pregnancy Complications, Infectious	mesh_d
Bone Resorption	mesh_d
Signs and Symptoms	mesh_d
Chest Pain	mesh_d
Deafness	mesh_d
Intraoperative Complications	mesh_d
Hypothermia	mesh_d
Endocarditis	mesh_d
Surgical Wound Infection	mesh_d
Critical Illness	mesh_d
Urinary Incontinence	mesh_d
Infant, Newborn, Diseases	mesh_d
Respiratory Insufficiency	mesh_d
Confusion	mesh_d
Renal Insufficiency	mesh_d
Rhinitis	mesh_d
Low Back Pain	mesh_d
Erythema	mesh_d
Cerebral Hemorrhage	mesh_d
Pre-Eclampsia	mesh_d
Intestinal Obstruction	mesh_d
Colitis, Ulcerative	mesh_d
Starvation	mesh_d
Polyps	mesh_d
Hypertension, Pulmonary	mesh_d
Periodontitis	mesh_d
Foreign Bodies	mesh_d
Hyperthyroidism	mesh_d
Diabetic Retinopathy	mesh_d
Hodgkin Disease	mesh_d
Carcinoma, Renal Cell	mesh_d
Lymphoma, Non-Hodgkin	mesh_d
Radiation Injuries	mesh_d
Hydrocephalus	mesh_d
Streptococcal Infections	mesh_d
Lung Injury	mesh_d
Syphilis	mesh_d
Gastroesophageal Reflux	mesh_d
Cardiomyopathies	mesh_d
Anorexia	mesh_d
Escherichia coli Infections	mesh_d
Bronchitis	mesh_d
Osteosarcoma	mesh_d
Candidiasis	mesh_d
Sexually Transmitted Diseases	mesh_d
Cerebral Infarction	mesh_d
Sarcoidosis	mesh_d
Helicobacter Infections	mesh_d
Pulmonary Fibrosis	mesh_d
Intracranial Aneurysm	mesh_d
Acute Coronary Syndrome	mesh_d
Heart Arrest	mesh_d
Inflammatory Bowel Diseases	mesh_d
Subarachnoid Hemorrhage	mesh_d
Airway Obstruction	mesh_d
Prosthesis Failure	mesh_d
Constipation	mesh_d
Malocclusion	mesh_d
Periodontal Diseases	mesh_d
Gastritis	mesh_d
Rheumatic Diseases	mesh_d
Amyloidosis	mesh_d
Osteomyelitis	mesh_d
Anaphylaxis	mesh_d
Pleural Effusion	mesh_d
Endometriosis	mesh_d
Fetal Diseases	mesh_d
Amyotrophic Lateral Sclerosis	mesh_d
Duodenal Ulcer	mesh_d
Down Syndrome	mesh_d
Hemangioma	mesh_d
Infertility, Female	mesh_d
Cholestasis	mesh_d
Wound Infection	mesh_d
Nephritis	mesh_d
Athletic Injuries	mesh_d
Cerebral Palsy	mesh_d
Aortic Valve Stenosis	mesh_d
Eosinophilia	mesh_d
Vision Disorders	mesh_d
Otitis Media	mesh_d
Otitis	mesh_d
Ventricular Dysfunction, Left	mesh_d
Cholelithiasis	mesh_d
Hyperparathyroidism	mesh_d
Papillomavirus Infections	mesh_d
Emphysema	mesh_d
Pneumothorax	mesh_d
Fetal Death	mesh_d
Prolapse	mesh_d
Purpura	mesh_d
Joint Diseases	mesh_d
Bradycardia	mesh_d
Prostatic Hyperplasia	mesh_d
Carcinoma in Situ	mesh_d
Retinal Detachment	mesh_d
Sinusitis	mesh_d
Translocation, Genetic	mesh_d
Hyperthermia	mesh_d
Macular Degeneration	mesh_d
Gastroenteritis	mesh_d
Measles	mesh_d
Horse Diseases	mesh_d
Ventricular Fibrillation	mesh_d
Renal Insufficiency, Chronic	mesh_d
Scoliosis	mesh_d
Stomach Ulcer	mesh_d
Hepatitis A	mesh_d
Swine Diseases	mesh_d
Migraine Disorders	mesh_d
Metabolic Diseases	mesh_d
Cardiomegaly	mesh_d
Mycoses	mesh_d
Bone Diseases	mesh_d
Tetanus	mesh_d
Venous Thromboembolism	mesh_d
Cholera	mesh_d
Neuralgia	mesh_d
Leprosy	mesh_d
Leishmaniasis	mesh_d
Muscular Diseases	mesh_d
Appendicitis	mesh_d
Poultry Diseases	mesh_d
Erectile Dysfunction	mesh_d
Hepatitis C, Chronic	mesh_d
Cytomegalovirus Infections	mesh_d
Graft vs Host Disease	mesh_d
Cleft Palate	mesh_d
Liver Failure	mesh_d
Pulmonary Edema	mesh_d
Meningioma	mesh_d
Drug Hypersensitivity	mesh_d
Severe Acute Respiratory Syndrome	mesh_d
Dengue	mesh_d
Movement Disorders	mesh_d
Joint Dislocations	mesh_d
Heart Valve Diseases	mesh_d
Myopia	mesh_d
Retinal Diseases	mesh_d
Hematuria	mesh_d
Mitral Valve Insufficiency	mesh_d
Tremor	mesh_d
Thrombophlebitis	mesh_d
Sleep Wake Disorders	mesh_d
Schistosomiasis	mesh_d
Celiac Disease	mesh_d
Nerve Degeneration	mesh_d
Craniocerebral Trauma	mesh_d
Cicatrix	mesh_d
Lymphadenopathy	mesh_d
Peripheral Nervous System Diseases	mesh_d
Respiratory Tract Diseases	mesh_d
Nephrotic Syndrome	mesh_d
Infertility, Male	mesh_d
Chromosome Deletion	mesh_d
Pruritus	mesh_d
Heart Block	mesh_d
Shock, Septic	mesh_d
Alopecia	mesh_d
Essential Hypertension	mesh_d
Papilloma	mesh_d
Uveitis	mesh_d
Memory Disorders	mesh_d
Calculi	mesh_d
Leiomyoma	mesh_d
Leukemia, Myeloid	mesh_d
Vitamin D Deficiency	mesh_d
Thalassemia	mesh_d
Poliomyelitis	mesh_d
Cat Diseases	mesh_d
Uremia	mesh_d
Encephalomyelitis	mesh_d
Hemophilia A	mesh_d
Pheochromocytoma	mesh_d
Joint Instability	mesh_d
Eczema	mesh_d
Obesity, Morbid	mesh_d
Osteoarthritis, Knee	mesh_d
Myocarditis	mesh_d
Opportunistic Infections	mesh_d
Dizziness	mesh_d
Spinal Diseases	mesh_d
Sleep Apnea, Obstructive	mesh_d
Arteriovenous Fistula	mesh_d
Trisomy	mesh_d
